eventID,basisOfRecord,occurrenceID,individualCount,identificationVerificationStatus,scientificName,kingdom,vernacularName
VIS_14461,HumanObservation,VIS_14461,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14462,HumanObservation,VIS_14462,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14463,HumanObservation,VIS_14463,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14464,HumanObservation,VIS_14464,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14465,HumanObservation,VIS_14465,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14466,HumanObservation,VIS_14466,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14467,HumanObservation,VIS_14467,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14468,HumanObservation,VIS_14468,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14469,HumanObservation,VIS_14469,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14470,HumanObservation,VIS_14470,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14471,HumanObservation,VIS_14471,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14472,HumanObservation,VIS_14472,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14473,HumanObservation,VIS_14473,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14474,HumanObservation,VIS_14474,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14475,HumanObservation,VIS_14475,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14476,HumanObservation,VIS_14476,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14477,HumanObservation,VIS_14477,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14478,HumanObservation,VIS_14478,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14479,HumanObservation,VIS_14479,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14480,HumanObservation,VIS_14480,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14481,HumanObservation,VIS_14481,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14482,HumanObservation,VIS_14482,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14483,HumanObservation,VIS_14483,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14484,HumanObservation,VIS_14484,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14485,HumanObservation,VIS_14485,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14486,HumanObservation,VIS_14486,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14487,HumanObservation,VIS_14487,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14488,HumanObservation,VIS_14488,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14489,HumanObservation,VIS_14489,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14490,HumanObservation,VIS_14490,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14491,HumanObservation,VIS_14491,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14492,HumanObservation,VIS_14492,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14493,HumanObservation,VIS_14493,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14494,HumanObservation,VIS_14494,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14495,HumanObservation,VIS_14495,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14496,HumanObservation,VIS_14496,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14497,HumanObservation,VIS_14497,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14498,HumanObservation,VIS_14498,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14499,HumanObservation,VIS_14499,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14500,HumanObservation,VIS_14500,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14501,HumanObservation,VIS_14501,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14502,HumanObservation,VIS_14502,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14503,HumanObservation,VIS_14503,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14504,HumanObservation,VIS_14504,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14505,HumanObservation,VIS_14505,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14506,HumanObservation,VIS_14506,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14507,HumanObservation,VIS_14507,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14508,HumanObservation,VIS_14508,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14509,HumanObservation,VIS_14509,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14510,HumanObservation,VIS_14510,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14511,HumanObservation,VIS_14511,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14512,HumanObservation,VIS_14512,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14513,HumanObservation,VIS_14513,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14514,HumanObservation,VIS_14514,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14515,HumanObservation,VIS_14515,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14516,HumanObservation,VIS_14516,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14517,HumanObservation,VIS_14517,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14518,HumanObservation,VIS_14518,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14519,HumanObservation,VIS_14519,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14520,HumanObservation,VIS_14520,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14521,HumanObservation,VIS_14521,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14522,HumanObservation,VIS_14522,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14523,HumanObservation,VIS_14523,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14524,HumanObservation,VIS_14524,1,verified by experts,Abramis brama,Animalia,brasem
VIS_14525,HumanObservation,VIS_14525,1,verified by experts,Abramis brama,Animalia,brasem
VIS_14526,HumanObservation,VIS_14526,1,verified by experts,Abramis brama,Animalia,brasem
VIS_14575,HumanObservation,VIS_14575,1,verified by experts,Tinca tinca,Animalia,zeelt
VIS_14576,HumanObservation,VIS_14576,1,verified by experts,Tinca tinca,Animalia,zeelt
VIS_14577,HumanObservation,VIS_14577,1,verified by experts,Tinca tinca,Animalia,zeelt
VIS_14578,HumanObservation,VIS_14578,1,verified by experts,Tinca tinca,Animalia,zeelt
VIS_14583,HumanObservation,VIS_14583,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_14584,HumanObservation,VIS_14584,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14585,HumanObservation,VIS_14585,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14586,HumanObservation,VIS_14586,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14587,HumanObservation,VIS_14587,1,verified by experts,Neogobius melanostomus,Animalia,zwartbekgrondel
VIS_14588,HumanObservation,VIS_14588,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14590,HumanObservation,VIS_14590,3,verified by experts,Tinca tinca,Animalia,zeelt
VIS_14635,HumanObservation,VIS_14635,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14636,HumanObservation,VIS_14636,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14637,HumanObservation,VIS_14637,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14638,HumanObservation,VIS_14638,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14639,HumanObservation,VIS_14639,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14640,HumanObservation,VIS_14640,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14641,HumanObservation,VIS_14641,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14642,HumanObservation,VIS_14642,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14644,HumanObservation,VIS_14644,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14645,HumanObservation,VIS_14645,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14664,HumanObservation,VIS_14664,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14665,HumanObservation,VIS_14665,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14666,HumanObservation,VIS_14666,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14667,HumanObservation,VIS_14667,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_14668,HumanObservation,VIS_14668,1,verified by experts,Abramis bjoerkna,Animalia,kolblei
VIS_14669,HumanObservation,VIS_14669,1,verified by experts,Abramis bjoerkna,Animalia,kolblei
VIS_14670,HumanObservation,VIS_14670,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14675,HumanObservation,VIS_14675,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14676,HumanObservation,VIS_14676,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14677,HumanObservation,VIS_14677,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14678,HumanObservation,VIS_14678,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14679,HumanObservation,VIS_14679,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14680,HumanObservation,VIS_14680,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14681,HumanObservation,VIS_14681,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14682,HumanObservation,VIS_14682,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14683,HumanObservation,VIS_14683,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14684,HumanObservation,VIS_14684,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14685,HumanObservation,VIS_14685,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14686,HumanObservation,VIS_14686,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14687,HumanObservation,VIS_14687,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14688,HumanObservation,VIS_14688,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14689,HumanObservation,VIS_14689,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14690,HumanObservation,VIS_14690,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14691,HumanObservation,VIS_14691,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14692,HumanObservation,VIS_14692,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14693,HumanObservation,VIS_14693,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14694,HumanObservation,VIS_14694,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14695,HumanObservation,VIS_14695,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14696,HumanObservation,VIS_14696,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14697,HumanObservation,VIS_14697,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14698,HumanObservation,VIS_14698,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14699,HumanObservation,VIS_14699,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14700,HumanObservation,VIS_14700,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14701,HumanObservation,VIS_14701,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14702,HumanObservation,VIS_14702,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14703,HumanObservation,VIS_14703,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14704,HumanObservation,VIS_14704,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14705,HumanObservation,VIS_14705,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14706,HumanObservation,VIS_14706,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14707,HumanObservation,VIS_14707,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14708,HumanObservation,VIS_14708,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14709,HumanObservation,VIS_14709,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14710,HumanObservation,VIS_14710,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14711,HumanObservation,VIS_14711,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14712,HumanObservation,VIS_14712,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14713,HumanObservation,VIS_14713,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14714,HumanObservation,VIS_14714,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14715,HumanObservation,VIS_14715,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14716,HumanObservation,VIS_14716,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14717,HumanObservation,VIS_14717,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14718,HumanObservation,VIS_14718,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14719,HumanObservation,VIS_14719,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14720,HumanObservation,VIS_14720,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14721,HumanObservation,VIS_14721,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14722,HumanObservation,VIS_14722,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14723,HumanObservation,VIS_14723,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14724,HumanObservation,VIS_14724,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14725,HumanObservation,VIS_14725,42,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14726,HumanObservation,VIS_14726,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14727,HumanObservation,VIS_14727,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14728,HumanObservation,VIS_14728,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14729,HumanObservation,VIS_14729,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14730,HumanObservation,VIS_14730,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14731,HumanObservation,VIS_14731,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14732,HumanObservation,VIS_14732,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14733,HumanObservation,VIS_14733,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14734,HumanObservation,VIS_14734,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_14735,HumanObservation,VIS_14735,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_14736,HumanObservation,VIS_14736,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_14737,HumanObservation,VIS_14737,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14738,HumanObservation,VIS_14738,57,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14739,HumanObservation,VIS_14739,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14740,HumanObservation,VIS_14740,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_14741,HumanObservation,VIS_14741,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14742,HumanObservation,VIS_14742,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_14743,HumanObservation,VIS_14743,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_14745,HumanObservation,VIS_14745,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14746,HumanObservation,VIS_14746,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14747,HumanObservation,VIS_14747,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14748,HumanObservation,VIS_14748,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14749,HumanObservation,VIS_14749,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14750,HumanObservation,VIS_14750,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14751,HumanObservation,VIS_14751,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14752,HumanObservation,VIS_14752,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14753,HumanObservation,VIS_14753,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14754,HumanObservation,VIS_14754,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14755,HumanObservation,VIS_14755,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14756,HumanObservation,VIS_14756,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14757,HumanObservation,VIS_14757,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14758,HumanObservation,VIS_14758,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14759,HumanObservation,VIS_14759,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14760,HumanObservation,VIS_14760,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14761,HumanObservation,VIS_14761,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14762,HumanObservation,VIS_14762,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14763,HumanObservation,VIS_14763,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14764,HumanObservation,VIS_14764,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14765,HumanObservation,VIS_14765,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14766,HumanObservation,VIS_14766,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14767,HumanObservation,VIS_14767,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14768,HumanObservation,VIS_14768,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14769,HumanObservation,VIS_14769,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14770,HumanObservation,VIS_14770,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14771,HumanObservation,VIS_14771,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14772,HumanObservation,VIS_14772,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14773,HumanObservation,VIS_14773,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14774,HumanObservation,VIS_14774,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14775,HumanObservation,VIS_14775,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14776,HumanObservation,VIS_14776,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14777,HumanObservation,VIS_14777,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14778,HumanObservation,VIS_14778,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14779,HumanObservation,VIS_14779,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14780,HumanObservation,VIS_14780,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14781,HumanObservation,VIS_14781,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14782,HumanObservation,VIS_14782,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14783,HumanObservation,VIS_14783,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14784,HumanObservation,VIS_14784,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14785,HumanObservation,VIS_14785,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14786,HumanObservation,VIS_14786,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14787,HumanObservation,VIS_14787,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14788,HumanObservation,VIS_14788,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14789,HumanObservation,VIS_14789,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14790,HumanObservation,VIS_14790,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14791,HumanObservation,VIS_14791,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14792,HumanObservation,VIS_14792,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14793,HumanObservation,VIS_14793,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14794,HumanObservation,VIS_14794,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14795,HumanObservation,VIS_14795,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14796,HumanObservation,VIS_14796,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14797,HumanObservation,VIS_14797,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14798,HumanObservation,VIS_14798,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14799,HumanObservation,VIS_14799,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_14800,HumanObservation,VIS_14800,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14801,HumanObservation,VIS_14801,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14802,HumanObservation,VIS_14802,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_14803,HumanObservation,VIS_14803,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_14804,HumanObservation,VIS_14804,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_14805,HumanObservation,VIS_14805,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_14806,HumanObservation,VIS_14806,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14807,HumanObservation,VIS_14807,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14808,HumanObservation,VIS_14808,1,verified by experts,Neogobius melanostomus,Animalia,zwartbekgrondel
VIS_14809,HumanObservation,VIS_14809,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_14810,HumanObservation,VIS_14810,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14811,HumanObservation,VIS_14811,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_14812,HumanObservation,VIS_14812,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_14813,HumanObservation,VIS_14813,300,verified by experts,Cyprinus carpio,Animalia,karper
VIS_14818,HumanObservation,VIS_14818,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14819,HumanObservation,VIS_14819,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14820,HumanObservation,VIS_14820,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14821,HumanObservation,VIS_14821,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14822,HumanObservation,VIS_14822,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14823,HumanObservation,VIS_14823,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14824,HumanObservation,VIS_14824,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_14825,HumanObservation,VIS_14825,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14826,HumanObservation,VIS_14826,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14827,HumanObservation,VIS_14827,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14828,HumanObservation,VIS_14828,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14829,HumanObservation,VIS_14829,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14830,HumanObservation,VIS_14830,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14831,HumanObservation,VIS_14831,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14832,HumanObservation,VIS_14832,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14833,HumanObservation,VIS_14833,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14834,HumanObservation,VIS_14834,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14835,HumanObservation,VIS_14835,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14836,HumanObservation,VIS_14836,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14837,HumanObservation,VIS_14837,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14838,HumanObservation,VIS_14838,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14839,HumanObservation,VIS_14839,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14840,HumanObservation,VIS_14840,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14841,HumanObservation,VIS_14841,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14842,HumanObservation,VIS_14842,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14843,HumanObservation,VIS_14843,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14844,HumanObservation,VIS_14844,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14845,HumanObservation,VIS_14845,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14846,HumanObservation,VIS_14846,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14847,HumanObservation,VIS_14847,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14848,HumanObservation,VIS_14848,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14849,HumanObservation,VIS_14849,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14850,HumanObservation,VIS_14850,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14851,HumanObservation,VIS_14851,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14852,HumanObservation,VIS_14852,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14853,HumanObservation,VIS_14853,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14854,HumanObservation,VIS_14854,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14855,HumanObservation,VIS_14855,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14856,HumanObservation,VIS_14856,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14857,HumanObservation,VIS_14857,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14858,HumanObservation,VIS_14858,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14859,HumanObservation,VIS_14859,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14860,HumanObservation,VIS_14860,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_14861,HumanObservation,VIS_14861,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
