ObservationIdentifier,DateOfObservation,SamplingProtocol,LengtSpecimen_Cm,WeightSpecimen_Gram,LengthOfTime_Min,LengthOfLocation_Meter,Oxygen_MgPerL,Oxygen_PercentSaturation,Conductivity_MicroSPerCm,Temperature_Celsius,Location,XCoordinaat,YCoordinaat,ID,Waterbody,CoordinateUncertainty,ESRI_OID,Shape
VIS_21688,2022-05-02T00:00:00,targeted monitoring,10.20000000,10.90000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21688,,15,17270,POINT (195103.34080000 204618.71140000)
VIS_21689,2022-05-02T00:00:00,targeted monitoring,7.20000000,3.90000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21689,,15,17271,POINT (195103.34080000 204618.71140000)
VIS_21690,2022-05-02T00:00:00,targeted monitoring,11.10000000,14.90000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21690,,15,17272,POINT (195103.34080000 204618.71140000)
VIS_21691,2022-05-02T00:00:00,targeted monitoring,6.60000000,2.80000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21691,,15,17273,POINT (195103.34080000 204618.71140000)
VIS_21692,2022-05-02T00:00:00,targeted monitoring,5.00000000,0.70000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21692,,15,17274,POINT (195103.34080000 204618.71140000)
VIS_21693,2022-05-02T00:00:00,targeted monitoring,10.40000000,10.60000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21693,,15,17275,POINT (195103.34080000 204618.71140000)
VIS_21694,2022-05-02T00:00:00,targeted monitoring,7.50000000,3.80000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21694,,15,17276,POINT (195103.34080000 204618.71140000)
VIS_21695,2022-05-02T00:00:00,targeted monitoring,6.20000000,2.90000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21695,,15,17277,POINT (195103.34080000 204618.71140000)
VIS_21696,2022-05-02T00:00:00,targeted monitoring,8.20000000,4.50000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21696,,15,17278,POINT (195103.34080000 204618.71140000)
VIS_21697,2022-05-02T00:00:00,targeted monitoring,6.60000000,3.10000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21697,,15,17279,POINT (195103.34080000 204618.71140000)
VIS_21698,2022-05-02T00:00:00,targeted monitoring,7.20000000,4.20000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21698,,15,17280,POINT (195103.34080000 204618.71140000)
VIS_21699,2022-05-02T00:00:00,targeted monitoring,13.00000000,9.90000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21699,,15,17281,POINT (195103.34080000 204618.71140000)
VIS_21700,2022-05-02T00:00:00,targeted monitoring,8.20000000,6.00000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21700,,15,17282,POINT (195103.34080000 204618.71140000)
VIS_21701,2022-05-02T00:00:00,targeted monitoring,10.50000000,11.70000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21701,,15,17283,POINT (195103.34080000 204618.71140000)
VIS_21702,2022-05-02T00:00:00,targeted monitoring,8.20000000,4.70000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21702,,15,17284,POINT (195103.34080000 204618.71140000)
VIS_21703,2022-05-02T00:00:00,targeted monitoring,6.80000000,5.60000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21703,,15,17285,POINT (195103.34080000 204618.71140000)
VIS_21704,2022-05-02T00:00:00,targeted monitoring,7.20000000,5.90000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21704,,15,17286,POINT (195103.34080000 204618.71140000)
VIS_21705,2022-05-02T00:00:00,targeted monitoring,6.80000000,5.60000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21705,,15,17287,POINT (195103.34080000 204618.71140000)
VIS_21706,2022-05-02T00:00:00,targeted monitoring,7.20000000,6.50000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21706,,15,17288,POINT (195103.34080000 204618.71140000)
VIS_21707,2022-05-02T00:00:00,targeted monitoring,7.50000000,5.00000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21707,,15,17289,POINT (195103.34080000 204618.71140000)
VIS_21708,2022-05-02T00:00:00,targeted monitoring,5.40000000,3.00000000,0,0,0,0,0,0,Grote Nete  - vispassage Malesbroek,195103.34080000,204618.71140000,21708,,15,17290,POINT (195103.34080000 204618.71140000)
VIS_21716,2022-05-03T00:00:00,targeted monitoring,11.00000000,10.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21716,,15,17291,POINT (195151.86740000 204621.86760000)
VIS_21717,2022-05-03T00:00:00,targeted monitoring,11.20000000,14.30000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21717,,15,17292,POINT (195151.86740000 204621.86760000)
VIS_21718,2022-05-03T00:00:00,targeted monitoring,11.70000000,17.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21718,,15,17293,POINT (195151.86740000 204621.86760000)
VIS_21719,2022-05-03T00:00:00,targeted monitoring,10.30000000,13.70000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21719,,15,17294,POINT (195151.86740000 204621.86760000)
VIS_21720,2022-05-03T00:00:00,targeted monitoring,7.60000000,4.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21720,,15,17295,POINT (195151.86740000 204621.86760000)
VIS_21721,2022-05-03T00:00:00,targeted monitoring,9.70000000,9.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21721,,15,17296,POINT (195151.86740000 204621.86760000)
VIS_21722,2022-05-03T00:00:00,targeted monitoring,5.10000000,1.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21722,,15,17297,POINT (195151.86740000 204621.86760000)
VIS_21723,2022-05-03T00:00:00,targeted monitoring,5.00000000,1.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21723,,15,17298,POINT (195151.86740000 204621.86760000)
VIS_21724,2022-05-03T00:00:00,targeted monitoring,6.90000000,3.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21724,,15,17299,POINT (195151.86740000 204621.86760000)
VIS_21725,2022-05-03T00:00:00,targeted monitoring,5.00000000,1.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21725,,15,17300,POINT (195151.86740000 204621.86760000)
VIS_21726,2022-05-03T00:00:00,targeted monitoring,10.00000000,6.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21726,,15,17301,POINT (195151.86740000 204621.86760000)
VIS_21727,2022-05-03T00:00:00,targeted monitoring,8.60000000,4.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21727,,15,17302,POINT (195151.86740000 204621.86760000)
VIS_21728,2022-05-03T00:00:00,targeted monitoring,5.10000000,1.30000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21728,,15,17303,POINT (195151.86740000 204621.86760000)
VIS_21729,2022-05-03T00:00:00,targeted monitoring,10.30000000,9.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21729,,15,17304,POINT (195151.86740000 204621.86760000)
VIS_21730,2022-05-03T00:00:00,targeted monitoring,10.20000000,9.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21730,,15,17305,POINT (195151.86740000 204621.86760000)
VIS_21731,2022-05-03T00:00:00,targeted monitoring,5.10000000,1.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21731,,15,17306,POINT (195151.86740000 204621.86760000)
VIS_21732,2022-05-03T00:00:00,targeted monitoring,7.80000000,3.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21732,,15,17307,POINT (195151.86740000 204621.86760000)
VIS_21733,2022-05-03T00:00:00,targeted monitoring,7.60000000,3.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21733,,15,17308,POINT (195151.86740000 204621.86760000)
VIS_21734,2022-05-03T00:00:00,targeted monitoring,11.10000000,10.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21734,,15,17309,POINT (195151.86740000 204621.86760000)
VIS_21735,2022-05-03T00:00:00,targeted monitoring,7.20000000,3.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21735,,15,17310,POINT (195151.86740000 204621.86760000)
VIS_21736,2022-05-03T00:00:00,targeted monitoring,11.20000000,10.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21736,,15,17311,POINT (195151.86740000 204621.86760000)
VIS_21737,2022-05-03T00:00:00,targeted monitoring,8.20000000,3.70000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21737,,15,17312,POINT (195151.86740000 204621.86760000)
VIS_21738,2022-05-03T00:00:00,targeted monitoring,9.60000000,6.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21738,,15,17313,POINT (195151.86740000 204621.86760000)
VIS_21739,2022-05-03T00:00:00,targeted monitoring,7.30000000,4.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21739,,15,17314,POINT (195151.86740000 204621.86760000)
VIS_21740,2022-05-03T00:00:00,targeted monitoring,18.10000000,37.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21740,,15,17315,POINT (195151.86740000 204621.86760000)
VIS_21741,2022-05-03T00:00:00,targeted monitoring,0.00000000,224.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21741,,15,17316,POINT (195151.86740000 204621.86760000)
VIS_21753,2022-05-03T00:00:00,targeted monitoring,7.60000000,7.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek,195151.86740000,204621.86760000,21753,,15,17317,POINT (195151.86740000 204621.86760000)
VIS_21754,2022-05-03T00:00:00,targeted monitoring,0.00000000,2196.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21754,,15,17318,POINT (195229.58880000 204595.82890000)
VIS_21755,2022-05-03T00:00:00,targeted monitoring,49.00000000,1469.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21755,,15,17319,POINT (195229.58880000 204595.82890000)
VIS_21756,2022-05-03T00:00:00,targeted monitoring,51.50000000,2050.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21756,,15,17320,POINT (195229.58880000 204595.82890000)
VIS_21757,2022-05-03T00:00:00,targeted monitoring,54.00000000,1980.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21757,,15,17321,POINT (195229.58880000 204595.82890000)
VIS_21758,2022-05-03T00:00:00,targeted monitoring,32.50000000,366.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21758,,15,17322,POINT (195229.58880000 204595.82890000)
VIS_21759,2022-05-03T00:00:00,targeted monitoring,33.00000000,446.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21759,,15,17323,POINT (195229.58880000 204595.82890000)
VIS_21760,2022-05-03T00:00:00,targeted monitoring,43.50000000,880.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21760,,15,17324,POINT (195229.58880000 204595.82890000)
VIS_21761,2022-05-03T00:00:00,targeted monitoring,34.50000000,500.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21761,,15,17325,POINT (195229.58880000 204595.82890000)
VIS_21762,2022-05-03T00:00:00,targeted monitoring,32.50000000,428.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21762,,15,17326,POINT (195229.58880000 204595.82890000)
VIS_21763,2022-05-03T00:00:00,targeted monitoring,31.00000000,335.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21763,,15,17327,POINT (195229.58880000 204595.82890000)
VIS_21764,2022-05-03T00:00:00,targeted monitoring,31.00000000,360.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21764,,15,17328,POINT (195229.58880000 204595.82890000)
VIS_21765,2022-05-03T00:00:00,targeted monitoring,26.80000000,200.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21765,,15,17329,POINT (195229.58880000 204595.82890000)
VIS_21766,2022-05-03T00:00:00,targeted monitoring,31.50000000,358.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21766,,15,17330,POINT (195229.58880000 204595.82890000)
VIS_21767,2022-05-03T00:00:00,targeted monitoring,28.50000000,253.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21767,,15,17331,POINT (195229.58880000 204595.82890000)
VIS_21768,2022-05-03T00:00:00,targeted monitoring,28.50000000,159.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21768,,15,17332,POINT (195229.58880000 204595.82890000)
VIS_21769,2022-05-03T00:00:00,targeted monitoring,26.00000000,199.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21769,,15,17333,POINT (195229.58880000 204595.82890000)
VIS_21770,2022-05-03T00:00:00,targeted monitoring,27.00000000,206.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21770,,15,17334,POINT (195229.58880000 204595.82890000)
VIS_21771,2022-05-03T00:00:00,targeted monitoring,24.80000000,148.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21771,,15,17335,POINT (195229.58880000 204595.82890000)
VIS_21772,2022-05-03T00:00:00,targeted monitoring,31.50000000,306.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21772,,15,17336,POINT (195229.58880000 204595.82890000)
VIS_21773,2022-05-03T00:00:00,targeted monitoring,27.20000000,221.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21773,,15,17337,POINT (195229.58880000 204595.82890000)
VIS_21774,2022-05-03T00:00:00,targeted monitoring,13.90000000,31.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21774,,15,17338,POINT (195229.58880000 204595.82890000)
VIS_21775,2022-05-03T00:00:00,targeted monitoring,11.80000000,18.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21775,,15,17339,POINT (195229.58880000 204595.82890000)
VIS_21776,2022-05-03T00:00:00,targeted monitoring,12.00000000,18.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21776,,15,17340,POINT (195229.58880000 204595.82890000)
VIS_21777,2022-05-03T00:00:00,targeted monitoring,10.80000000,13.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21777,,15,17341,POINT (195229.58880000 204595.82890000)
VIS_21778,2022-05-03T00:00:00,targeted monitoring,13.40000000,11.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21778,,15,17342,POINT (195229.58880000 204595.82890000)
VIS_21779,2022-05-03T00:00:00,targeted monitoring,33.00000000,448.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21779,,15,17343,POINT (195229.58880000 204595.82890000)
VIS_21780,2022-05-03T00:00:00,targeted monitoring,27.50000000,238.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21780,,15,17344,POINT (195229.58880000 204595.82890000)
VIS_21781,2022-05-03T00:00:00,targeted monitoring,35.50000000,511.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21781,,15,17345,POINT (195229.58880000 204595.82890000)
VIS_21782,2022-05-03T00:00:00,targeted monitoring,29.00000000,293.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21782,,15,17346,POINT (195229.58880000 204595.82890000)
VIS_21783,2022-05-03T00:00:00,targeted monitoring,33.40000000,503.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21783,,15,17347,POINT (195229.58880000 204595.82890000)
VIS_21784,2022-05-03T00:00:00,targeted monitoring,24.00000000,166.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21784,,15,17348,POINT (195229.58880000 204595.82890000)
VIS_21785,2022-05-03T00:00:00,targeted monitoring,25.80000000,174.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21785,,15,17349,POINT (195229.58880000 204595.82890000)
VIS_21786,2022-05-03T00:00:00,targeted monitoring,19.80000000,74.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21786,,15,17350,POINT (195229.58880000 204595.82890000)
VIS_21787,2022-05-03T00:00:00,targeted monitoring,19.00000000,72.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21787,,15,17351,POINT (195229.58880000 204595.82890000)
VIS_21788,2022-05-03T00:00:00,targeted monitoring,23.00000000,120.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21788,,15,17352,POINT (195229.58880000 204595.82890000)
VIS_21789,2022-05-03T00:00:00,targeted monitoring,9.20000000,8.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21789,,15,17353,POINT (195229.58880000 204595.82890000)
VIS_21790,2022-05-03T00:00:00,targeted monitoring,12.20000000,20.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21790,,15,17354,POINT (195229.58880000 204595.82890000)
VIS_21791,2022-05-03T00:00:00,targeted monitoring,12.00000000,19.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21791,,15,17355,POINT (195229.58880000 204595.82890000)
VIS_21792,2022-05-03T00:00:00,targeted monitoring,8.00000000,4.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21792,,15,17356,POINT (195229.58880000 204595.82890000)
VIS_21793,2022-05-03T00:00:00,targeted monitoring,5.80000000,1.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21793,,15,17357,POINT (195229.58880000 204595.82890000)
VIS_21794,2022-05-03T00:00:00,targeted monitoring,9.50000000,9.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21794,,15,17358,POINT (195229.58880000 204595.82890000)
VIS_21795,2022-05-03T00:00:00,targeted monitoring,8.00000000,3.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21795,,15,17359,POINT (195229.58880000 204595.82890000)
VIS_21796,2022-05-03T00:00:00,targeted monitoring,10.40000000,11.30000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21796,,15,17360,POINT (195229.58880000 204595.82890000)
VIS_21797,2022-05-03T00:00:00,targeted monitoring,6.00000000,1.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21797,,15,17361,POINT (195229.58880000 204595.82890000)
VIS_21798,2022-05-03T00:00:00,targeted monitoring,5.50000000,1.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21798,,15,17362,POINT (195229.58880000 204595.82890000)
VIS_21799,2022-05-03T00:00:00,targeted monitoring,5.00000000,1.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21799,,15,17363,POINT (195229.58880000 204595.82890000)
VIS_21800,2022-05-03T00:00:00,targeted monitoring,10.70000000,14.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21800,,15,17364,POINT (195229.58880000 204595.82890000)
VIS_21801,2022-05-03T00:00:00,targeted monitoring,10.00000000,11.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21801,,15,17365,POINT (195229.58880000 204595.82890000)
VIS_21802,2022-05-03T00:00:00,targeted monitoring,10.30000000,11.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21802,,15,17366,POINT (195229.58880000 204595.82890000)
VIS_21803,2022-05-03T00:00:00,targeted monitoring,11.40000000,15.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21803,,15,17367,POINT (195229.58880000 204595.82890000)
VIS_21804,2022-05-03T00:00:00,targeted monitoring,6.00000000,1.90000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21804,,15,17368,POINT (195229.58880000 204595.82890000)
VIS_21805,2022-05-03T00:00:00,targeted monitoring,7.80000000,4.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21805,,15,17369,POINT (195229.58880000 204595.82890000)
VIS_21806,2022-05-03T00:00:00,targeted monitoring,5.80000000,1.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21806,,15,17370,POINT (195229.58880000 204595.82890000)
VIS_21807,2022-05-03T00:00:00,targeted monitoring,9.00000000,13.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21807,,15,17371,POINT (195229.58880000 204595.82890000)
VIS_21808,2022-05-03T00:00:00,targeted monitoring,9.60000000,15.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21808,,15,17372,POINT (195229.58880000 204595.82890000)
VIS_21809,2022-05-03T00:00:00,targeted monitoring,6.40000000,5.30000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21809,,15,17373,POINT (195229.58880000 204595.82890000)
VIS_21810,2022-05-03T00:00:00,targeted monitoring,10.00000000,19.30000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21810,,15,17374,POINT (195229.58880000 204595.82890000)
VIS_21811,2022-05-03T00:00:00,targeted monitoring,9.00000000,13.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21811,,15,17375,POINT (195229.58880000 204595.82890000)
VIS_21812,2022-05-03T00:00:00,targeted monitoring,7.20000000,6.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21812,,15,17376,POINT (195229.58880000 204595.82890000)
VIS_21813,2022-05-03T00:00:00,targeted monitoring,7.10000000,6.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21813,,15,17377,POINT (195229.58880000 204595.82890000)
VIS_21814,2022-05-03T00:00:00,targeted monitoring,18.40000000,39.50000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21814,,15,17378,POINT (195229.58880000 204595.82890000)
VIS_21815,2022-05-03T00:00:00,targeted monitoring,9.10000000,9.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21815,,15,17379,POINT (195229.58880000 204595.82890000)
VIS_21816,2022-05-03T00:00:00,targeted monitoring,5.20000000,1.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21816,,15,17380,POINT (195229.58880000 204595.82890000)
VIS_21817,2022-05-03T00:00:00,targeted monitoring,6.20000000,2.20000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21817,,15,17381,POINT (195229.58880000 204595.82890000)
VIS_21818,2022-05-03T00:00:00,targeted monitoring,16.00000000,44.40000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21818,,15,17382,POINT (195229.58880000 204595.82890000)
VIS_21819,2022-05-03T00:00:00,targeted monitoring,19.50000000,79.70000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21819,,15,17383,POINT (195229.58880000 204595.82890000)
VIS_21820,2022-05-03T00:00:00,targeted monitoring,15.00000000,32.10000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21820,,15,17384,POINT (195229.58880000 204595.82890000)
VIS_21821,2022-05-03T00:00:00,targeted monitoring,10.60000000,15.60000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21821,,15,17385,POINT (195229.58880000 204595.82890000)
VIS_21822,2022-05-03T00:00:00,targeted monitoring,11.20000000,13.80000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21822,,15,17386,POINT (195229.58880000 204595.82890000)
VIS_21823,2022-05-03T00:00:00,targeted monitoring,10.00000000,9.00000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21823,,15,17387,POINT (195229.58880000 204595.82890000)
VIS_21824,2022-05-03T00:00:00,targeted monitoring,18.00000000,66.30000000,0,0,0,0,0,0,Grote Nete - vispassage Malesbroek - meest so deel,195229.58880000,204595.82890000,21824,,15,17388,POINT (195229.58880000 204595.82890000)
